FID,id,gna,nam,fna,línea,caa,progresiva,fuente,geom,long,lat
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7042,520,Estación,Chivilcoy Sud,Estación Chivilcoy Sud,FFCC Sarmiento,SOFSE,,,POINT (-59.99612955939485 -34.91741632895207),-59.99612956,-34.91741633
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7043,521,Estación,Andrés Vaccareza (Alberti),Estación Andrés Vaccareza (Alberti),FFCC Sarmiento,SOFSE,,,POINT (-60.27756731340126 -35.03459707121156),-60.27756731,-35.03459707
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7044,523,Estación,Suipacha,Estación Suipacha,FFCC Sarmiento,SOFSE,,,POINT (-59.69040669399509 -34.77327428069938),-59.69040669,-34.77327428
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7045,524,Estación,Bragado,Estación Bragado,FFCC Sarmiento,SOFSE,,,POINT (-60.47851942286195 -35.11974437531145),-60.47851942,-35.11974438
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7046,528,Estación,Mercedes,Estación Mercedes,FFCC Sarmiento,SOFSE,,,POINT (-59.43242108405843 -34.65767692959696),-59.43242108,-34.65767693
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7047,736,Estación,Pehuajó,Estación Pehuajó,FFCC Sarmiento,FEPSA,362.4,,POINT (-61.89397522858195 -35.81559317765925),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7048,737,Estación,Carlos Casares,Estación Carlos Casares,FFCC Sarmiento,FEPSA,309.2,,POINT (-61.36311227595212 -35.6294915906227),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7049,738,Estación,9 de Julio,Estación 9 de Julio,FFCC Sarmiento,FEPSA,260.9,,POINT (-60.87668595902203 -35.45424605815221),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704a,48,Estación,Haedo,Estación Haedo,FFCC Sarmiento,SOFSE,17.655,Operador,POINT (-58.59194588896136 -34.644477144900506),-58.59194589,-34.64447714
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704b,84,Estación,Once,Estación Once,FFCC Sarmiento,SOFSE,0,Operador,POINT (-58.4075158087721 -34.60827979749716),-58.40751581,-34.6082798
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704c,756,Estación,,,,Trenes Argentinos Cargas y LogÇðstica,654.4,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704d,746,Estación,,,,Trenes Argentinos Cargas y LogÇðstica,654.4,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704e,745,Estación,,,,Trenes Argentinos Cargas y LogÇðstica,654.4,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_704f,740,Estación,,,,Trenes Argentinos Cargas y LogÇðstica,654.4,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7050,739,Estación,Justo Daract,Estación Justo Daract,,SOFSE,123.6,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7051,741,Estación,Palmira,Estación Palmira,FFCC San Martín,SOFSE,1028.5,,POINT (-68.56206666666667 -33.0473),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7052,12,Estación,Saavedra,Estación Saavedra,Mitre,SOFSE,12.3,Operador,POINT (-58.487042938761256 -34.55407485033733),-58.48704294,-34.55407485
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7053,17,,Altamirano,,Roca,,,,POINT (-58.15125083691284 -35.36120519448377),-58.15125084,-35.36120519
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7054,18,Estación,3 de Febrero,Estación 3 de Febrero,Mitre,SOFSE,5.658,Operador,POINT (-58.425288888889376 -34.571905555555325),-58.42528889,-34.57190556
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7055,19,Estación,Colegiales,Estación Colegiales,Mitre,SOFSE,7.91,Operador,POINT (-58.44825066894711 -34.57298286031583),-58.44825067,-34.57298286
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7056,21,Estación,Borges,Estación Borges,Mitre,SOFSE,0.713,Operador,POINT (-58.48476685811919 -34.508394745054844),-58.48476686,-34.50839475
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7057,24,Estación,Barrancas,Estación Barrancas,Mitre,SOFSE,5.236,Operador,POINT (-58.49338835309442 -34.472299182570154),-58.49338835,-34.47229918
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7058,27,Estación,Marina Nueva,Estación Marina Nueva,Mitre,SOFSE,10.617,Operador,POINT (-58.538963537935985 -34.444593719468344),-58.53896354,-34.44459372
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7059,28,Estación,San Fernando R,Estación San Fernando R,Mitre,SOFSE,12.225,Operador,POINT (-58.55396479711189 -34.43752470618885),-58.5539648,-34.43752471
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705a,29,Estación,Canal San Fernando,Estación Canal San Fernando,Mitre,SOFSE,13.401,Operador,POINT (-58.562924596902405 -34.42991692019393),-58.5629246,-34.42991692
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705b,30,Estación,Delta,Estación Delta,Mitre,SOFSE,15.203,Operador,POINT (-58.5768859771325 -34.41852769513228),-58.57688598,-34.4185277
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705c,31,Estación,Garín,Estación Garín,Mitre,SOFSE,44.4,Operador,POINT (-58.73667727654625 -34.42156805493757),-58.73667728,-34.42156805
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705d,33,Estación,Maq. Savio,Estación Maq. Savio,Mitre,SOFSE,48.1,Operador,POINT (-58.77205234557836 -34.40687133152515),-58.77205235,-34.40687133
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705e,34,Estación,Matheu,Estación Matheu,Mitre,SOFSE,52.25,Operador,POINT (-58.82968876126464 -34.38283677366374),-58.82968876,-34.38283677
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_705f,37,Estación,Capilla del Señor,Estación Capilla del Señor,Mitre,SOFSE,79.5,Operador,POINT (-59.10165987402714 -34.28704570163259),-59.10165987,-34.2870457
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7060,38,Estación,Caballito,Estación Caballito,Sarmiento,SOFSE,3.767,Operador,POINT (-58.44486096653071 -34.61972919974739),-58.44486097,-34.6197292
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7061,40,Estación,Flores,Estación Flores,Sarmiento,SOFSE,5.879,Operador,POINT (-58.46569020754392 -34.6276999724844),-58.46569021,-34.62769997
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7062,42,Taller,Talleres Liniers,Taller Talleres Liniers,Sarmiento,,,,POINT (-58.51394141991028 -34.63753495616979),-58.51394142,-34.63753496
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7063,43,Estación,Liniers,Estación Liniers,Sarmiento,SOFSE,11.513,Operador,POINT (-58.52553387293796 -34.63870159534705),-58.52553387,-34.6387016
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7064,44,Estación,Ciudadela,Estación Ciudadela,Sarmiento,SOFSE,13,Operador,POINT (-58.54152977364977 -34.63986935984226),-58.54152977,-34.63986936
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7065,45,,Jepperner,,,,,,POINT (-58.198075077637185 -35.277652429334516),-58.19807508,-35.27765243
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7066,46,Estación,Ramos Mejía,Estación Ramos Mejía,Sarmiento,SOFSE,15.105,Operador,POINT (-58.56429926126119 -34.640379404264735),-58.56429926,-34.6403794
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7067,49,Estación,San Fernando,Estación San Fernando,Mitre,SOFSE,24.884,Operador,POINT (-58.5591452877396 -34.443924246675195),-58.55914529,-34.44392425
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7068,52,Estación,Carupá,Estación Carupá,Mitre,SOFSE,25.8,Operador,POINT (-58.567602248545086 -34.437415304412625),-58.56760225,-34.4374153
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7069,54,Estación,Tigre,Estación Tigre,Mitre,SOFSE,28,Operador,POINT (-58.58172563487135 -34.423556224521775),-58.58172563,-34.42355622
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706a,57,Estación,Lisandro de la Torre,Estación Lisandro de la Torre,Mitre,SOFSE,6.703,Operador,POINT (-58.436691461433554 -34.56252332148372),-58.43669146,-34.56252332
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706b,59,Estación,Belgrano C,Estación Belgrano C,Mitre,SOFSE,8,Operador,POINT (-58.4495428102863 -34.558435166143404),-58.44954281,-34.55843517
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706c,742,Estación,Libertados General San Martín,Estación Libertados General San Martín,FFCC San Martín,SOFSE,1019.2,,POINT (-68.4780228339025 -33.09220264631339),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706d,743,Estación,La paz,Estación La paz,FFCC San Martín,SOFSE,923.1,,POINT (-67.55340949743214 -33.46299839545421),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706e,744,Estación,Beazley,Estación Beazley,,SOFSE,820.9,,POINT (-66.64136992128772 -33.76010888964488),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_706f,747,Estación,Vicuña Mackenna,Estación Vicuña Mackenna,FFCC San Martín,SOFSE,580.7,,POINT (-64.38813885428448 -33.91052610040132),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7070,748,Estación,General Levalle,Estación General Levalle,FFCC San Martín,SOFSE,535.6,,POINT (-63.92410364814101 -34.01030048476773),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7071,757,Estación,,,FFCC San Martín,SOFSE,654.4,,POINT (-65.1738552361007 -33.8604615374495),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7072,13,Estación,J. B. Justo,Estación J. B. Justo,Mitre,SOFSE,13.5,Operador,POINT (-58.4947174295082 -34.5424690748738),-58.49471743,-34.54246907
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7073,16,Estación,Bartolomé Mitre,Estación Bartolomé Mitre,Mitre,SOFSE,17,Operador,POINT (-58.489385422391955 -34.515163430371594),-58.48938542,-34.51516343
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7074,60,Estación,Merlo,Estación Merlo,Sarmiento,SOFSE,30.488,Operador,POINT (-58.72779954676231 -34.66454748877695),-58.72779955,-34.66454749
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7075,61,Estación,Nuñez,Estación Nuñez,Mitre,SOFSE,9.601,Operador,POINT (-58.46316388888869 -34.5478861111111),-58.46316389,-34.54788611
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7076,63,Estación,Rivadavia,Estación Rivadavia,Mitre,SOFSE,11.124,Operador,POINT (-58.46812796272146 -34.53622723873806),-58.46812796,-34.53622724
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7077,535,Estación,Olavarría,Estación Olavarría,FFCC Roca no operativo,SOFSE,,,POINT (-60.313912270224414 -36.89621167663057),-60.31391227,-36.89621168
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7078,538,Estación,Bahía Blanca,Estación Bahía Blanca,FFCC Roca no operativo,SOFSE,,,POINT (-62.28267217591336 -38.72387201997582),-62.28267218,-38.72387202
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7079,539,Estación,Saavedra,Estación Saavedra,FFCC Roca no operativo,SOFSE,,,POINT (-62.35209793564588 -37.76337313908199),-62.35209794,-37.76337314
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707a,540,Estación,General Lamadrid,Estación General Lamadrid,FFCC Roca no operativo,SOFSE,,,POINT (-61.2585229738505 -37.25051488565418),-61.25852297,-37.25051489
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707b,541,Estación,Coronel Suárez,Estación Coronel Suárez,FFCC Roca no operativo,SOFSE,,,POINT (-61.932058671676394 -37.46070641786452),-61.93205867,-37.46070642
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707c,542,Estación,Pigüe,Estación Pigüe,FFCC Roca no operativo,SOFSE,,,POINT (-62.41159035544369 -37.6010302200808),-62.41159036,-37.60103022
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707d,543,Estación,Tornquist,Estación Tornquist,FFCC Roca no operativo,SOFSE,,,POINT (-62.22951111183838 -38.10167499593655),-62.22951111,-38.101675
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707e,749,Estación,Laboulaye,Estación Laboulaye,FFCC San Martín,SOFSE,485.3,,POINT (-63.38767212473192 -34.12250740218885),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_707f,758,Estación,Cucha Cucha,Estación Cucha Cucha,FFCC San Martín,SOFSE,203.3,,POINT (-60.40840892746211 -34.62169341571461),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7080,64,Estación,Moreno,Estación Moreno,Sarmiento,SOFSE,36.382,Operador,POINT (-58.7896992362823 -34.65055409620922),-58.78969924,-34.6505541
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7081,65,Estación,Vicente López,Estación Vicente López,Mitre,SOFSE,12.475,Operador,POINT (-58.47289915041439 -34.52456085022015),-58.47289915,-34.52456085
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7082,66,Estación,La Reja,Estación La Reja,Sarmiento,SOFSE,40.1,Operador,POINT (-58.82841796146415 -34.63974444155555),-58.82841796,-34.63974444
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7083,67,Estación,Olivos,Estación Olivos,Mitre,SOFSE,14.371,Operador,POINT (-58.48053696262991 -34.5079087236823),-58.48053696,-34.50790872
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7084,69,Estación,La Lucila,Estación La Lucila,Mitre,SOFSE,15.84,Operador,POINT (-58.488451171238204 -34.497575559123064),-58.48845117,-34.49757556
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7085,71,Estación,Martinez,Estación Martinez,Mitre,SOFSE,17.091,Operador,POINT (-58.49644970612562 -34.488619869647664),-58.49644971,-34.48861987
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7086,73,Estación,Acassuso,Estación Acassuso,Mitre,SOFSE,18.29,Operador,POINT (-58.50446341827213 -34.479582840773745),-58.50446342,-34.47958284
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7087,74,Estación,La Fraternidad,Estación La Fraternidad,Sarmiento,SOFSE,56.325,Operador,POINT (-58.997818695703344 -34.598420135269315),-58.9978187,-34.59842014
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7088,75,Estación,San Isidro C,Estación San Isidro C,Mitre,SOFSE,19.594,Operador,POINT (-58.51388407362075 -34.47175279679327),-58.51388407,-34.4717528
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7089,77,Estación,Beccar,Estación Beccar,Mitre,SOFSE,21.238,Operador,POINT (-58.52688839931464 -34.46041376212413),-58.5268884,-34.46041376
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708a,78,Estación,Lezica y Torrezuri,Estación Lezica y Torrezuri,Sarmiento,SOFSE,62,Operador,POINT (-59.05698928865868 -34.584570496140564),-59.05698929,-34.5845705
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708b,79,Estación,Luján,Estación Luján,Sarmiento,SOFSE,66.353,Operador,POINT (-59.10399109591096 -34.577355738595315),-59.1039911,-34.57735574
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708c,80,Estación,Jáuregui,Estación Jáuregui,Sarmiento,SOFSE,73.32,Operador,POINT (-59.173565842663415 -34.600641674665034),-59.17356584,-34.60064167
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708d,81,Estación,Olivera,Estación Olivera,Sarmiento,SOFSE,81.43,Operador,POINT (-59.25537328553436 -34.627973711126664),-59.25537329,-34.62797371
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708e,83,Estación,Mercedes,Estación Mercedes,Sarmiento,SOFSE,98.031,Operador,POINT (-59.4324210840584 -34.65767692959678),-59.43242108,-34.65767693
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_708f,86,Estación,Bancalari,Estación Bancalari,Mitre,SOFSE,29.1,Operador,POINT (-58.60282608701271 -34.479754402821456),-58.60282609,-34.4797544
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7090,89,Estación,Pacheco,Estación Pacheco,Mitre,SOFSE,32.185,Operador,POINT (-58.61980555555544 -34.456041666666884),-58.61980556,-34.45604167
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7091,90,Estación,Benavidez,Estación Benavidez,Mitre,SOFSE,40.093,Operador,POINT (-58.68464585688687 -34.40924389882552),-58.68464586,-34.4092439
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7092,91,Estación,Maschwitz,Estación Maschwitz,Mitre,SOFSE,45.693,Operador,POINT (-58.7363712705107 -34.382972777713825),-58.73637127,-34.38297278
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7093,92,Estación,Escobar,Estación Escobar,Mitre,SOFSE,52.271,Operador,POINT (-58.795137074932434 -34.349576647564504),-58.79513707,-34.34957665
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7094,93,Estación,Río Lujan,Estación Río Lujan,Mitre,SOFSE,64.401,Operador,POINT (-58.89033611111116 -34.27798888888887),-58.89033611,-34.27798889
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7095,94,Estación,Ing. R. Otamendi,Estación Ing. R. Otamendi,Mitre,SOFSE,70.656,Operador,POINT (-58.89657947835244 -34.22212341368745),-58.89657948,-34.22212341
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7096,95,Estación,Campana,Estación Campana,Mitre,SOFSE,80.43,Operador,POINT (-58.95849357225295 -34.15675078318543),-58.95849357,-34.15675078
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7097,96,Estación,Zarate,Estación Zarate,Mitre,SOFSE,93,Operador,POINT (-59.03786944444432 -34.09783611111132),-59.03786944,-34.09783611
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7098,97,Estación,La Plata,Estación La Plata,Roca,SOFSE,52.606,Operador,POINT (-57.949636111111126 -34.90437500000006),-57.94963611,-34.904375
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7099,100,Estación,Saenz,Estación Saenz,Belgrano Sur,SOFSE,2.466,Operador,POINT (-58.415618923984724 -34.64910056757372),-58.41561892,-34.64910057
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709a,101,Estación,Ing. S. Brian,Estación Ing. S. Brian,Roca,SOFSE,20.4,Operador,POINT (-58.57303522631646 -34.65807053794167),-58.57303523,-34.65807054
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709b,102,Estación,San Justo,Estación San Justo,Roca,SOFSE,22.853,Operador,POINT (-58.55584393403905 -34.67379495823205),-58.55584393,-34.67379496
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709c,105,Estación,La Tablada,Estación La Tablada,Roca,SOFSE,26.2,Operador,POINT (-58.52809361014623 -34.69304010774969),-58.52809361,-34.69304011
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709d,109,Estación,Km 34,Estación Km 34,Roca,SOFSE,34.3,Operador,POINT (-58.46498531058512 -34.74350225825593),-58.46498531,-34.74350226
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709e,110,Estación,Santa Catalina,Estación Santa Catalina,Roca,SOFSE,39.049,Operador,POINT (-58.4374208822594 -34.780287601646215),-58.43742088,-34.7802876
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_709f,112,Estación,Castello,Estación Castello,Belgrano Sur,SOFSE,15.833,Operador,POINT (-58.50600388842968 -34.709911295761316),-58.50600389,-34.7099113
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a0,113,Estación,José Mármol,Estación José Mármol,Roca,SOFSE,19.28,Operador,POINT (-58.38113897373299 -34.79193231332348),-58.38113897,-34.79193231
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a1,120,Estación,Carlos Spegazzini,Estación Carlos Spegazzini,Roca,SOFSE,41.32,Operador,POINT (-58.59385255689154 -34.90961409954279),-58.59385256,-34.9096141
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a2,546,Estación,Leones,Estación Leones,FFCC Mitre,SOFSE,,,POINT (-62.29912993828995 -32.66498353677617),-62.29912994,-32.66498354
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a3,801,Estación,Gobernador Castro,Estación Gobernador Castro,FFCC Mitre,,,,POINT (-59.86888788699322 -33.65942664921401),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a4,803,,Tucumán,,FFCC Mitre,,,,POINT (-65.21101301539603 -26.820868543839644),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a5,804,,Alderetes,,FFCC Mitre,,,,POINT (-65.14571951462682 -26.818181096449468),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a6,806,Estación,Herrera,Estación Herrera,FFCC Mitre,,,,POINT (-63.06648735209793 -28.483079334973276),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a7,807,,Arrufó,,FFCC Mitre,,,,POINT (-61.73141592665772 -30.233852988425134),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a8,808,,Andino,,FFCC Mitre,,,,POINT (-60.87149830929958 -32.667566016467624),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70a9,809,Estación,San Lorenzo,Estación San Lorenzo,FFCC Mitre,,,,POINT (-60.74708915938377 -32.75330214296389),,
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70aa,121,Estación,Máximo Paz,Estación Máximo Paz,Roca,SOFSE,45.243,Operador,POINT (-58.620632755905056 -34.936369217302),-58.62063276,-34.93636922
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70ab,122,Estación,Vicente Casares,Estación Vicente Casares,Roca,SOFSE,49.012,Operador,POINT (-58.647687131081135 -34.96225570834311),-58.64768713,-34.96225571
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70ac,123,Estación,Alejandro Petión,Estación Alejandro Petión,Roca,SOFSE,52.012,Operador,POINT (-58.67366782250785 -34.9771597773567),-58.67366782,-34.97715978
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70ad,127,Estación,Ezeiza,Estación Ezeiza,Roca,SOFSE,32.423,Operador,POINT (-58.52285029294014 -34.854045275643486),-58.52285029,-34.85404528
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70ae,128,Estación,El Jagüel,Estación El Jagüel,Roca,SOFSE,29.031,Operador,POINT (-58.496152336107265 -34.83326367574845),-58.49615234,-34.83326368
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70af,129,Estación,Monte Grande,Estación Monte Grande,Roca,SOFSE,25.883,Operador,POINT (-58.469704574790846 -34.81443679877034),-58.46970457,-34.8144368
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b0,130,Estación,Turdera,Estación Turdera,Roca,SOFSE,19.448,Operador,POINT (-58.40801757436202 -34.79505650328389),-58.40801757,-34.7950565
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b1,131,Estación,Lavallol,Estación Lavallol,Roca,SOFSE,21.667,Operador,POINT (-58.43009757100766 -34.79714496592166),-58.43009757,-34.79714497
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b2,132,Estación,Rafael Calzada,Estación Rafael Calzada,Roca,SOFSE,21.362,Operador,POINT (-58.35941162412338 -34.79673823297419),-58.35941162,-34.79673823
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b3,136,Estación,Bosques,Estación Bosques,Roca,SOFSE,33.53,Operador,POINT (-58.23052797773592 -34.81944045517165),-58.23052798,-34.81944046
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b4,138,Estación,Gutierrez,Estación Gutierrez,Roca,SOFSE,37.918,Operador,POINT (-58.1883276626349 -34.833163467808916),-58.18832766,-34.83316347
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b5,141,Estación,Pda. Independencia,Estación Pda. Independencia,Belgrano Sur,SOFSE,27.362,Operador,POINT (-58.617111157200966 -34.76079288084516),-58.61711116,-34.76079288
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b6,144,Estación,Pte. Illia,Estación Pte. Illia,Belgrano Sur,SOFSE,6.57,Operador,POINT (-58.448613275149064 -34.665336138773434),-58.44861328,-34.66533614
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b7,145,Estación,Belgrano R,Estación Belgrano R,Mitre,SOFSE,9.319,Operador,POINT (-58.462343023952464 -34.56781311044609),-58.46234302,-34.56781311
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b8,146,Estación,Carranza,Estación Carranza,Mitre,SOFSE,6.48,Operador,POINT (-58.434652589538246 -34.57544336348467),-58.43465259,-34.57544336
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70b9,147,Estación,Universidad de Luján,Estación Universidad de Luján,Sarmiento,SOFSE,64.9,Operador,POINT (-59.08718876456257 -34.57746915822935),-59.08718876,-34.57746916
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70ba,545,Estación,Marcos Juárez,Estación Marcos Juárez,FFCC Mitre,SOFSE,,,POINT (-62.10607746746161 -32.69908247923182),-62.10607747,-32.69908248
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70bb,143,Estación,Sol y Verde,Estación Sol y Verde,San Martín,SOFSE,44.55,Operador,POINT (-58.79876940674134 -34.50352164709808),-58.79876941,-34.50352165
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_70bc,149,Estación,Dr. Albert Schweitzer,Estación Dr. Albert Schweitzer,Mitre,SOFSE,28,Operador,POINT (-58.57435304086595 -34.47205071164089),-58.57435304,-34.47205071
